job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1614,Work From Home Specialist,"US, CA, Los Angeles",IT,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,0,,,,Financial Services,,0
1615,Urgent Hiring Admin,"US, CA, Los Angeles",Customer Care,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,0,1,Full-time,Mid-Senior level,High School or equivalent,Marketing,Administrative,0
1616,Marketing Manager,"US, CA, Los Angeles",Sales,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,1,1,,,Bachelor's Degree,,,0
1617,Urgent Hiring Admin,"US, NY, New York",Customer Care,100000-120000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,1,,Associate,Bachelor's Degree,Marketing,Administrative,0
1618,Data Entry Clerk,"IN, DEL, Delhi",,100000-120000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,1,Part-time,Entry level,,Information Technology,Administrative,0
1619,Marketing Manager,"US, CA, Los Angeles",IT,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,1,0,Full-time,Associate,Bachelor's Degree,Marketing,Engineering,0
1620,Software Engineer,"PK, LHR, Lahore",IT,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,0,0,0,Contract,Mid-Senior level,High School or equivalent,Marketing,,0
1621,Urgent Hiring Admin,"PK, LHR, Lahore",Admin,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing,Sales,0
1622,Data Entry Clerk,"IN, DEL, Delhi",,100000-120000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,1,0,,Entry level,Bachelor's Degree,Marketing,,0
1623,Work From Home Specialist,"PK, LHR, Lahore",Customer Care,,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,1,0,Part-time,Mid-Senior level,High School or equivalent,Marketing,Engineering,0
1624,Software Engineer,"US, NY, New York",Customer Care,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,0,,Mid-Senior level,,Marketing,Sales,1
1625,Work From Home Specialist,"US, NY, New York",Admin,50000-70000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,1,,Associate,High School or equivalent,,,0
1626,Work From Home Specialist,"IN, DEL, Delhi",Sales,,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,1,,,High School or equivalent,Marketing,Engineering,0
1627,Work From Home Specialist,"US, NY, New York",Customer Care,50000-70000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,,Associate,Bachelor's Degree,,Administrative,1
1628,Urgent Hiring Admin,"IN, DEL, Delhi",Sales,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,0,,Entry level,Bachelor's Degree,Financial Services,Engineering,1
1629,Data Entry Clerk,"IN, DEL, Delhi",Sales,1000-2000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,1,1,1,,Associate,High School or equivalent,Information Technology,Engineering,0
1630,Software Engineer,"IN, DEL, Delhi",IT,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,1,Part-time,Mid-Senior level,,Information Technology,Sales,0
1631,Software Engineer,"IN, DEL, Delhi",Customer Care,100000-120000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,0,1,Contract,Mid-Senior level,High School or equivalent,Financial Services,Administrative,0
1632,Marketing Manager,"US, CA, Los Angeles",,1000-2000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,0,Part-time,Associate,High School or equivalent,Information Technology,Sales,0
1633,Work From Home Specialist,"IN, DEL, Delhi",,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,0,,Associate,Bachelor's Degree,Financial Services,Administrative,0
1634,Work From Home Specialist,"US, CA, Los Angeles",,100000-120000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,1,Part-time,Entry level,Bachelor's Degree,Financial Services,,0
1635,Urgent Hiring Admin,"US, CA, Los Angeles",,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Contract,,High School or equivalent,,Sales,0
1636,Marketing Manager,"US, CA, Los Angeles",,,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,0,Part-time,,Bachelor's Degree,Financial Services,Sales,0
1637,Work From Home Specialist,"US, NY, New York",Sales,,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,0,Contract,Associate,High School or equivalent,Information Technology,Administrative,0
1638,Work From Home Specialist,"US, CA, Los Angeles",Sales,50000-70000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,0,Full-time,,High School or equivalent,,,0
1639,Data Entry Clerk,"PK, LHR, Lahore",,100000-120000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,0,Contract,Associate,High School or equivalent,Information Technology,,0
1640,Work From Home Specialist,"PK, LHR, Lahore",Sales,,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,,Mid-Senior level,,Information Technology,,0
1641,Work From Home Specialist,"PK, LHR, Lahore",Sales,,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,1,1,1,Part-time,Mid-Senior level,Bachelor's Degree,Information Technology,Administrative,0
1642,Marketing Manager,"US, CA, Los Angeles",Customer Care,,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,0,Full-time,Mid-Senior level,,,Sales,0
1643,Urgent Hiring Admin,"IN, DEL, Delhi",Sales,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,,0,0,0,Contract,Associate,,Information Technology,Administrative,0
1644,Urgent Hiring Admin,"IN, DEL, Delhi",Sales,100000-120000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,0,0,Contract,Entry level,,Financial Services,Sales,0
1645,Work From Home Specialist,"IN, DEL, Delhi",IT,50000-70000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,1,0,Part-time,Associate,Bachelor's Degree,Financial Services,Sales,0
1646,Data Entry Clerk,"IN, DEL, Delhi",Customer Care,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,0,Full-time,,High School or equivalent,Information Technology,Sales,0
